"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U487FNK5","preprint","2023","Gao, Yunfan; Xiong, Yun; Gao, Xinyu; Jia, Kangxiang; Pan, Jinliu; Bi, Yuxi; Dai, Yi; Sun, Jiawei; Wang, Meng; Wang, Haofen","Retrieval-Augmented Generation for Large Language Models: A Survey","","","","10.48550/ARXIV.2312.10997","https://arxiv.org/abs/2312.10997","Large Language Models (LLMs) showcase impressive capabilities but encounter challenges like hallucination, outdated knowledge, and non-transparent, untraceable reasoning processes. Retrieval-Augmented Generation (RAG) has emerged as a promising solution by incorporating knowledge from external databases. This enhances the accuracy and credibility of the generation, particularly for knowledge-intensive tasks, and allows for continuous knowledge updates and integration of domain-specific information. RAG synergistically merges LLMs' intrinsic knowledge with the vast, dynamic repositories of external databases. This comprehensive review paper offers a detailed examination of the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG. It meticulously scrutinizes the tripartite foundation of RAG frameworks, which includes the retrieval, the generation and the augmentation techniques. The paper highlights the state-of-the-art technologies embedded in each of these critical components, providing a profound understanding of the advancements in RAG systems. Furthermore, this paper introduces up-to-date evaluation framework and benchmark. At the end, this article delineates the challenges currently faced and points out prospective avenues for research and development.","2023","2025-11-21 08:09:19","2025-11-21 08:09:19","2025-11-21 08:09:19","","","","","","","Retrieval-Augmented Generation for Large Language Models","","","","","arXiv","","","arXiv.org perpetual, non-exclusive license","","","","DOI.org (Datacite)","","Version Number: 5","","","","","Artificial Intelligence (cs.AI); Computation and Language (cs.CL); FOS: Computer and information sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64YAQX63","preprint","2024","Tonmoy, S. M Towhidul Islam; Zaman, S M Mehedi; Jain, Vinija; Rani, Anku; Rawte, Vipula; Chadha, Aman; Das, Amitava","A Comprehensive Survey of Hallucination Mitigation Techniques in Large Language Models","","","","10.48550/ARXIV.2401.01313","https://arxiv.org/abs/2401.01313","As Large Language Models (LLMs) continue to advance in their ability to write human-like text, a key challenge remains around their tendency to hallucinate generating content that appears factual but is ungrounded. This issue of hallucination is arguably the biggest hindrance to safely deploying these powerful LLMs into real-world production systems that impact people's lives. The journey toward widespread adoption of LLMs in practical settings heavily relies on addressing and mitigating hallucinations. Unlike traditional AI systems focused on limited tasks, LLMs have been exposed to vast amounts of online text data during training. While this allows them to display impressive language fluency, it also means they are capable of extrapolating information from the biases in training data, misinterpreting ambiguous prompts, or modifying the information to align superficially with the input. This becomes hugely alarming when we rely on language generation capabilities for sensitive applications, such as summarizing medical records, financial analysis reports, etc. This paper presents a comprehensive survey of over 32 techniques developed to mitigate hallucination in LLMs. Notable among these are Retrieval Augmented Generation (Lewis et al, 2021), Knowledge Retrieval (Varshney et al,2023), CoNLI (Lei et al, 2023), and CoVe (Dhuliawala et al, 2023). Furthermore, we introduce a detailed taxonomy categorizing these methods based on various parameters, such as dataset utilization, common tasks, feedback mechanisms, and retriever types. This classification helps distinguish the diverse approaches specifically designed to tackle hallucination issues in LLMs. Additionally, we analyze the challenges and limitations inherent in these techniques, providing a solid foundation for future research in addressing hallucinations and related phenomena within the realm of LLMs.","2024","2025-11-21 08:09:20","2025-11-21 08:09:20","2025-11-21 08:09:20","","","","","","","","","","","","arXiv","","","Creative Commons Attribution 4.0 International","","","","DOI.org (Datacite)","","Version Number: 3","","","","","Computation and Language (cs.CL); FOS: Computer and information sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZV9MV3U","preprint","2024","Han, Zeyu; Gao, Chao; Liu, Jinyang; Zhang, Jeff; Zhang, Sai Qian","Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey","","","","10.48550/ARXIV.2403.14608","https://arxiv.org/abs/2403.14608","Large models represent a groundbreaking advancement in multiple application fields, enabling remarkable achievements across various tasks. However, their unprecedented scale comes with significant computational costs. These models, often consisting of billions of parameters, require vast amounts of computational resources for execution. Especially, the expansive scale and computational demands pose considerable challenges when customizing them for particular downstream tasks, particularly over the hardware platforms constrained by computational capabilities. Parameter Efficient Fine-Tuning (PEFT) provides a practical solution by efficiently adjusting the large models over the various downstream tasks. In particular, PEFT refers to the process of adjusting the parameters of a pre-trained large model to adapt it to a specific task or domain while minimizing the number of additional parameters introduced or computational resources required. This approach is particularly important when dealing with large-scale language models with high parameter counts, as fine-tuning these models from scratch can be computationally expensive and resource-intensive, posing considerable challenges in the supporting system platform design. In this survey, we present comprehensive studies of various PEFT algorithms, examining their performance and computational overhead. Moreover, we provide an overview of applications developed using different PEFT algorithms and discuss common techniques employed to mitigate computation costs for PEFT. In addition to providing an extensive survey from an algorithmic standpoint, we also examine various real-world system designs to investigate the implementation costs associated with different PEFT approaches. This survey serves as a valuable resource for researchers aiming to understand both the PEFT algorithm and its system implementation, offering detailed ......","2024","2025-11-21 08:09:20","2025-11-21 08:09:20","2025-11-21 08:09:20","","","","","","","Parameter-Efficient Fine-Tuning for Large Models","","","","","arXiv","","","arXiv.org perpetual, non-exclusive license","","","","DOI.org (Datacite)","","Version Number: 7","","","","","FOS: Computer and information sciences; Machine Learning (cs.LG)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFQSD6LC","preprint","2022","Kasai, Jungo; Sakaguchi, Keisuke; Takahashi, Yoichi; Bras, Ronan Le; Asai, Akari; Yu, Xinyan; Radev, Dragomir; Smith, Noah A.; Choi, Yejin; Inui, Kentaro","RealTime QA: What's the Answer Right Now?","","","","10.48550/ARXIV.2207.13332","https://arxiv.org/abs/2207.13332","We introduce REALTIME QA, a dynamic question answering (QA) platform that announces questions and evaluates systems on a regular basis (weekly in this version). REALTIME QA inquires about the current world, and QA systems need to answer questions about novel events or information. It therefore challenges static, conventional assumptions in open-domain QA datasets and pursues instantaneous applications. We build strong baseline models upon large pretrained language models, including GPT-3 and T5. Our benchmark is an ongoing effort, and this paper presents real-time evaluation results over the past year. Our experimental results show that GPT-3 can often properly update its generation results, based on newly-retrieved documents, highlighting the importance of up-to-date information retrieval. Nonetheless, we find that GPT-3 tends to return outdated answers when retrieved documents do not provide sufficient information to find an answer. This suggests an important avenue for future research: can an open-domain QA system identify such unanswerable cases and communicate with the user or even the retrieval module to modify the retrieval results? We hope that REALTIME QA will spur progress in instantaneous applications of question answering and beyond.","2022","2025-11-21 08:09:21","2025-11-21 08:09:21","2025-11-21 08:09:21","","","","","","","RealTime QA","","","","","arXiv","","","Creative Commons Attribution 4.0 International","","","","DOI.org (Datacite)","","Version Number: 2","","","","","Computation and Language (cs.CL); FOS: Computer and information sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK89EWK4","preprint","2023","Sel, Bilgehan; Al-Tawaha, Ahmad; Khattar, Vanshaj; Jia, Ruoxi; Jin, Ming","Algorithm of Thoughts: Enhancing Exploration of Ideas in Large Language Models","","","","10.48550/ARXIV.2308.10379","https://arxiv.org/abs/2308.10379","Current literature, aiming to surpass the ""Chain-of-Thought"" approach, often resorts to external modi operandi involving halting, modifying, and then resuming the generation process to boost Large Language Models' (LLMs) reasoning capacities. Due to their myopic perspective, they escalate the number of query requests, leading to increased costs, memory, and computational overheads. Addressing this, we propose the Algorithm of Thoughts -- a novel strategy that propels LLMs through algorithmic reasoning pathways. By employing algorithmic examples fully in-context, this overarching view of the whole process exploits the innate recurrence dynamics of LLMs, expanding their idea exploration with merely one or a few queries. Our technique outperforms earlier single-query methods and even more recent multi-query strategies that employ an extensive tree search algorithms while using significantly fewer tokens. Intriguingly, our results suggest that instructing an LLM using an algorithm can lead to performance surpassing that of the algorithm itself, hinting at LLM's inherent ability to weave its intuition into optimized searches. We probe into the underpinnings of our method's efficacy and its nuances in application. The code and related content can be found in: https://algorithm-of-thoughts.github.io.","2023","2025-11-21 08:09:22","2025-11-21 08:09:22","2025-11-21 08:09:22","","","","","","","Algorithm of Thoughts","","","","","arXiv","","","arXiv.org perpetual, non-exclusive license","","","","DOI.org (Datacite)","","Version Number: 3","","","","","Artificial Intelligence (cs.AI); Computation and Language (cs.CL); FOS: Computer and information sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5SDECFF","journalArticle","2023","Lee, Peter; Bubeck, Sebastien; Petro, Joseph","Benefits, Limits, and Risks of GPT-4 as an AI Chatbot for Medicine","New England Journal of Medicine","","0028-4793, 1533-4406","10.1056/NEJMsr2214184","http://www.nejm.org/doi/10.1056/NEJMsr2214184","","2023-03-30","2025-11-21 08:09:23","2025-11-21 08:09:23","2025-11-21 08:09:23","1233-1239","","13","388","","N Engl J Med","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Drazen, Jeffrey M.; Kohane, Isaac S.; Leong, Tze-Yun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74HIZXB4","conferencePaper","2022","Du, Zhengxiao; Qian, Yujie; Liu, Xiao; Ding, Ming; Qiu, Jiezhong; Yang, Zhilin; Tang, Jie","GLM: General Language Model Pretraining with Autoregressive Blank Infilling","Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","","","10.18653/v1/2022.acl-long.26","https://aclanthology.org/2022.acl-long.26","","2022","2025-11-21 08:09:23","2025-11-21 08:09:23","2025-11-21 08:09:23","320-335","","","","","","GLM","","","","","Association for Computational Linguistics","Dublin, Ireland","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/3Z4HERQI/Du et al. - 2022 - GLM General Language Model Pretraining with Autoregressive Blank Infilling.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","","","","","","","","","","","","","","",""
"2IDILSWL","journalArticle","2024","Pan, Shirui; Luo, Linhao; Wang, Yufei; Chen, Chen; Wang, Jiapu; Wu, Xindong","Unifying Large Language Models and Knowledge Graphs: A Roadmap","IEEE Transactions on Knowledge and Data Engineering","","1041-4347, 1558-2191, 2326-3865","10.1109/TKDE.2024.3352100","https://ieeexplore.ieee.org/document/10387715/","","2024-07","2025-11-21 08:09:24","2025-11-21 08:09:24","2025-11-21 08:09:24","3580-3599","","7","36","","IEEE Trans. Knowl. Data Eng.","Unifying Large Language Models and Knowledge Graphs","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/EEB3WZUU/Pan et al. - 2024 - Unifying Large Language Models and Knowledge Graphs A Roadmap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYD3RW5L","journalArticle","2022","Lu, Yuqian; Zheng, Hao; Chand, Saahil; Xia, Wanqing; Liu, Zengkun; Xu, Xun; Wang, Lihui; Qin, Zhaojun; Bao, Jinsong","Outlook on human-centric manufacturing towards Industry 5.0","Journal of Manufacturing Systems","","02786125","10.1016/j.jmsy.2022.02.001","https://linkinghub.elsevier.com/retrieve/pii/S0278612522000164","","2022-01","2025-11-21 08:09:25","2025-11-21 08:09:25","2025-11-21 08:09:25","612-627","","","62","","Journal of Manufacturing Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8Z3W58W","journalArticle","2022","Han, Xu; Zhao, Weilin; Ding, Ning; Liu, Zhiyuan; Sun, Maosong","PTR: Prompt Tuning with Rules for Text Classification","AI Open","","26666510","10.1016/j.aiopen.2022.11.003","https://linkinghub.elsevier.com/retrieve/pii/S2666651022000183","","2022","2025-11-21 08:09:26","2025-11-21 08:09:26","2025-11-21 08:09:26","182-192","","","3","","AI Open","PTR","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/YQI2X2KM/Han et al. - 2022 - PTR Prompt Tuning with Rules for Text Classification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEL296NE","conferencePaper","2022","Chen, Xiang; Zhang, Ningyu; Xie, Xin; Deng, Shumin; Yao, Yunzhi; Tan, Chuanqi; Huang, Fei; Si, Luo; Chen, Huajun","KnowPrompt: Knowledge-aware Prompt-tuning with Synergistic Optimization for Relation Extraction","Proceedings of the ACM Web Conference 2022","978-1-4503-9096-5","","10.1145/3485447.3511998","https://dl.acm.org/doi/10.1145/3485447.3511998","","2022-04-25","2025-11-21 08:09:28","2025-11-21 08:09:28","2025-11-21 08:09:28","2778-2788","","","","","","KnowPrompt","","","","","ACM","Virtual Event, Lyon France","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/QU9X89RY/Chen et al. - 2022 - KnowPrompt Knowledge-aware Prompt-tuning with Synergistic Optimization for Relation Extraction.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WWW '22: The ACM Web Conference 2022","","","","","","","","","","","","","","",""
"NVNZITED","journalArticle","2023","Liu, Yang; Li, Guanbin; Lin, Liang","Cross-Modal Causal Relational Reasoning for Event-Level Visual Question Answering","IEEE Transactions on Pattern Analysis and Machine Intelligence","","0162-8828, 2160-9292, 1939-3539","10.1109/TPAMI.2023.3284038","https://ieeexplore.ieee.org/document/10146482/","","2023-10","2025-11-21 08:09:29","2025-11-21 08:09:29","2025-11-21 08:09:29","11624-11641","","10","45","","IEEE Trans. Pattern Anal. Mach. Intell.","","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/CSIQC9N7/Liu et al. - 2023 - Cross-Modal Causal Relational Reasoning for Event-Level Visual Question Answering.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9ETUQ4T","conferencePaper","2022","Hu, Shengding; Ding, Ning; Wang, Huadong; Liu, Zhiyuan; Wang, Jingang; Li, Juanzi; Wu, Wei; Sun, Maosong","Knowledgeable Prompt-tuning: Incorporating Knowledge into Prompt Verbalizer for Text Classification","Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","","","10.18653/v1/2022.acl-long.158","https://aclanthology.org/2022.acl-long.158","","2022","2025-11-21 08:09:31","2025-11-21 08:09:31","2025-11-21 08:09:31","2225-2240","","","","","","Knowledgeable Prompt-tuning","","","","","Association for Computational Linguistics","Dublin, Ireland","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/8ZVJ6J8W/Hu et al. - 2022 - Knowledgeable Prompt-tuning Incorporating Knowledge into Prompt Verbalizer for Text Classification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)","","","","","","","","","","","","","","",""
"B2JP9FM8","journalArticle","2023","Xu, Yadong; Feng, Ke; Yan, Xiaoan; Yan, Ruqiang; Ni, Qing; Sun, Beibei; Lei, Zihao; Zhang, Yongchao; Liu, Zheng","CFCNN: A novel convolutional fusion framework for collaborative fault identification of rotating machinery","Information Fusion","","15662535","10.1016/j.inffus.2023.02.012","https://linkinghub.elsevier.com/retrieve/pii/S1566253523000520","","2023-07","2025-11-21 08:09:33","2025-11-21 08:09:33","2025-11-21 08:09:33","1-16","","","95","","Information Fusion","CFCNN","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVW5SIPP","journalArticle","2022","Xia, Liqiao; Zheng, Pai; Li, Xinyu; Gao, Robert.X.; Wang, Lihui","Toward cognitive predictive maintenance: A survey of graph-based approaches","Journal of Manufacturing Systems","","02786125","10.1016/j.jmsy.2022.06.002","https://linkinghub.elsevier.com/retrieve/pii/S0278612522000978","","2022-07","2025-11-21 08:09:34","2025-11-21 08:09:34","2025-11-21 08:09:34","107-120","","","64","","Journal of Manufacturing Systems","Toward cognitive predictive maintenance","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYDS569R","journalArticle","2023","Xia, Liqiao; Liang, Yongshi; Leng, Jiewu; Zheng, Pai","Maintenance planning recommendation of complex industrial equipment based on knowledge graph and graph neural network","Reliability Engineering & System Safety","","09518320","10.1016/j.ress.2022.109068","https://linkinghub.elsevier.com/retrieve/pii/S0951832022006834","","2023-04","2025-11-21 08:09:34","2025-11-21 08:09:34","2025-11-21 08:09:34","109068","","","232","","Reliability Engineering & System Safety","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GG4SKKY","journalArticle","2022","Shang, Hongbing; Sun, Chuang; Liu, Jinxin; Chen, Xuefeng; Yan, Ruqiang","Deep learning-based borescope image processing for aero-engine blade in-situ damage detection","Aerospace Science and Technology","","12709638","10.1016/j.ast.2022.107473","https://linkinghub.elsevier.com/retrieve/pii/S127096382200147X","","2022-04","2025-11-21 08:09:35","2025-11-21 08:09:35","2025-11-21 08:09:35","107473","","","123","","Aerospace Science and Technology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEYXI3VX","journalArticle","2023","Zhou, Bin; Shen, Xingwang; Lu, Yuqian; Li, Xinyu; Hua, Bao; Liu, Tianyuan; Bao, Jinsong","Semantic-aware event link reasoning over industrial knowledge graph embedding time series data","International Journal of Production Research","","0020-7543, 1366-588X","10.1080/00207543.2021.2022803","https://www.tandfonline.com/doi/full/10.1080/00207543.2021.2022803","","2023-06-18","2025-11-21 08:09:36","2025-11-21 08:09:36","2025-11-21 08:09:36","4117-4134","","12","61","","International Journal of Production Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"642YNNIZ","journalArticle","2023","Li, Sinan; Li, Tianfu; Sun, Chuang; Yan, Ruqiang; Chen, Xuefeng","Multilayer Grad-CAM: An effective tool towards explainable deep neural networks for intelligent fault diagnosis","Journal of Manufacturing Systems","","02786125","10.1016/j.jmsy.2023.05.027","https://linkinghub.elsevier.com/retrieve/pii/S0278612523001024","","2023-08","2025-11-21 08:09:37","2025-11-21 08:09:37","2025-11-21 08:09:37","20-30","","","69","","Journal of Manufacturing Systems","Multilayer Grad-CAM","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVEAXXJ3","journalArticle","2022","Wang, Zuoxu; Zheng, Pai; Li, Xinyu; Chen, Chun-Hsien","Implications of data-driven product design: From information age towards intelligence age","Advanced Engineering Informatics","","14740346","10.1016/j.aei.2022.101793","https://linkinghub.elsevier.com/retrieve/pii/S1474034622002518","","2022-10","2025-11-21 08:09:37","2025-11-21 08:09:37","2025-11-21 08:09:37","101793","","","54","","Advanced Engineering Informatics","Implications of data-driven product design","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZXBZKSQ","journalArticle","2023","E Oliveira, Eduardo; Miguéis, Vera L.; Borges, José L.","Automatic root cause analysis in manufacturing: an overview & conceptualization","Journal of Intelligent Manufacturing","","0956-5515, 1572-8145","10.1007/s10845-022-01914-3","https://link.springer.com/10.1007/s10845-022-01914-3","","2023-06","2025-11-21 08:09:38","2025-11-21 08:09:38","2025-11-21 08:09:38","2061-2078","","5","34","","J Intell Manuf","Automatic root cause analysis in manufacturing","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P37JPXD","journalArticle","2023","Xu, Zhaoguang; Dang, Yanzhong","Data-driven causal knowledge graph construction for root cause analysis in quality problem solving","International Journal of Production Research","","0020-7543, 1366-588X","10.1080/00207543.2022.2078748","https://www.tandfonline.com/doi/full/10.1080/00207543.2022.2078748","","2023-05-19","2025-11-21 08:09:39","2025-11-21 08:09:39","2025-11-21 08:09:39","3227-3245","","10","61","","International Journal of Production Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEZ3T79I","journalArticle","2023","Dong, Liang; Ren, Mengyang; Xiang, Zhongxia; Zheng, Pai; Cong, Jingchen; Chen, Chun-Hsien","A novel smart product-service system configuration method for mass personalization based on knowledge graph","Journal of Cleaner Production","","09596526","10.1016/j.jclepro.2022.135270","https://linkinghub.elsevier.com/retrieve/pii/S0959652622048442","","2023-01","2025-11-21 08:09:40","2025-11-21 08:09:40","2025-11-21 08:09:40","135270","","","382","","Journal of Cleaner Production","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMSZDHHB","journalArticle","2023","Shen, Xingwang; Li, Xinyu; Zhou, Bin; Jiang, Yanan; Bao, Jinsong","Dynamic knowledge modeling and fusion method for custom apparel production process based on knowledge graph","Advanced Engineering Informatics","","14740346","10.1016/j.aei.2023.101880","https://linkinghub.elsevier.com/retrieve/pii/S1474034623000083","","2023-01","2025-11-21 08:09:41","2025-11-21 08:09:41","2025-11-21 08:09:41","101880","","","55","","Advanced Engineering Informatics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNNJXLDQ","journalArticle","2024","Chen, Zheyuan; Wan, Yuwei; Liu, Ying; Valera-Medina, Agustin","A knowledge graph-supported information fusion approach for multi-faceted conceptual modelling","Information Fusion","","15662535","10.1016/j.inffus.2023.101985","https://linkinghub.elsevier.com/retrieve/pii/S1566253523003019","","2024-01","2025-11-21 08:09:41","2025-11-21 08:09:41","2025-11-21 08:09:41","101985","","","101","","Information Fusion","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/VS8B42HM/Chen et al. - 2024 - A knowledge graph-supported information fusion approach for multi-faceted conceptual modelling.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UM5ZI2AJ","journalArticle","2023","Zečević, Matej; Willig, Moritz; Dhami, Devendra Singh; Kersting, Kristian","Causal Parrots: Large Language Models May Talk Causality But Are Not Causal","","","","10.48550/ARXIV.2308.13067","https://arxiv.org/abs/2308.13067","Some argue scale is all what is needed to achieve AI, covering even causal models. We make it clear that large language models (LLMs) cannot be causal and give reason onto why sometimes we might feel otherwise. To this end, we define and exemplify a new subgroup of Structural Causal Model (SCM) that we call meta SCM which encode causal facts about other SCM within their variables. We conjecture that in the cases where LLM succeed in doing causal inference, underlying was a respective meta SCM that exposed correlations between causal facts in natural language on whose data the LLM was ultimately trained. If our hypothesis holds true, then this would imply that LLMs are like parrots in that they simply recite the causal knowledge embedded in the data. Our empirical analysis provides favoring evidence that current LLMs are even weak `causal parrots.'","2023","2025-11-21 08:09:43","2025-11-21 08:09:43","2025-11-21 08:09:43","","","","","","","Causal Parrots","","","","","","","","arXiv.org perpetual, non-exclusive license","","","","DOI.org (Datacite)","","Publisher: arXiv Version Number: 1","","","","","Artificial Intelligence (cs.AI); Computation and Language (cs.CL); FOS: Computer and information sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2S4LQJC7","conferencePaper","2023","Kim, Jiho; Kwon, Yeonsu; Jo, Yohan; Choi, Edward","KG-GPT: A General Framework for Reasoning on Knowledge Graphs Using Large Language Models","Findings of the Association for Computational Linguistics: EMNLP 2023","","","10.18653/v1/2023.findings-emnlp.631","https://aclanthology.org/2023.findings-emnlp.631","","2023","2025-11-21 08:09:44","2025-11-21 08:09:44","2025-11-21 08:09:44","9410-9421","","","","","","KG-GPT","","","","","Association for Computational Linguistics","Singapore","en","","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/N9AEVLTD/Kim et al. - 2023 - KG-GPT A General Framework for Reasoning on Knowledge Graphs Using Large Language Models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Findings of the Association for Computational Linguistics: EMNLP 2023","","","","","","","","","","","","","","",""
"Z9V6MY3R","journalArticle","2022","Zhou, Bin; Li, Jie; Li, Xinyu; Hua, Bao; Bao, Jinsong","Leveraging on causal knowledge for enhancing the root cause analysis of equipment spot inspection failures","Advanced Engineering Informatics","","14740346","10.1016/j.aei.2022.101799","https://linkinghub.elsevier.com/retrieve/pii/S1474034622002579","","2022-10","2025-11-21 08:09:46","2025-11-21 08:09:46","2025-11-21 08:09:46","101799","","","54","","Advanced Engineering Informatics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IESTVB9M","journalArticle","2022","Jaimini, Utkarshani; Sheth, Amit","CausalKG: Causal Knowledge Graph Explainability Using Interventional and Counterfactual Reasoning","IEEE Internet Computing","","1089-7801, 1941-0131","10.1109/MIC.2021.3133551","https://ieeexplore.ieee.org/document/9706608/","","2022-01-01","2025-11-21 08:09:47","2025-11-21 08:09:47","2025-11-21 08:09:47","43-50","","1","26","","IEEE Internet Comput.","CausalKG","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/rreider/Zotero/storage/D3WDKG8M/Jaimini and Sheth - 2022 - CausalKG Causal Knowledge Graph Explainability Using Interventional and Counterfactual Reasoning.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRAYQSPK","journalArticle","2022","Martinez-Gil, Jorge; Buchgeher, Georg; Gabauer, David; Freudenthaler, Bernhard; Filipiak, Dominik; Fensel, Anna","Root Cause Analysis in the Industrial Domain using Knowledge Graphs: A Case Study on Power Transformers","Procedia Computer Science","","18770509","10.1016/j.procs.2022.01.292","https://linkinghub.elsevier.com/retrieve/pii/S1877050922003015","","2022","2025-11-21 08:09:50","2025-11-21 08:09:50","2025-11-21 08:09:50","944-953","","","200","","Procedia Computer Science","Root Cause Analysis in the Industrial Domain using Knowledge Graphs","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
